external_transaction_id,external_player_id,type,amount,currency,method,status,occurred_at,description,bank_account_origin
TX-000696,PLY-NORM-059,DEPOSIT,2250.84,BRL,TED,SETTLED,2026-01-27T06:32:06Z,,
TX-000647,PLY-NORM-055,DEPOSIT,1395.23,BRL,PIX,SETTLED,2026-01-27T08:51:31Z,,
TX-000201,PLY-NORM-019,DEPOSIT,1562.43,BRL,WALLET,SETTLED,2026-01-27T09:32:44Z,,
TX-001436,PLY-STRU-093,DEPOSIT,483.52,BRL,PIX,SETTLED,2026-01-27T09:51:54Z,,
TX-001202,PLY-INCO-089,DEPOSIT,1097.24,BRL,PIX,SETTLED,2026-01-27T10:09:42Z,,
TX-001441,PLY-STRU-093,DEPOSIT,429.77,BRL,PIX,SETTLED,2026-01-27T10:15:54Z,,
TX-001249,PLY-INCO-090,DEPOSIT,1148.51,BRL,WALLET,SETTLED,2026-01-27T11:06:55Z,,
TX-001442,PLY-STRU-093,DEPOSIT,450.81,BRL,PIX,SETTLED,2026-01-27T11:21:54Z,,
TX-002043,PLY-BONU-111,CASHOUT,1089.47,BRL,PIX,SETTLED,2026-01-27T13:56:50Z,,
TX-001438,PLY-STRU-093,DEPOSIT,583.71,BRL,PIX,SETTLED,2026-01-27T16:13:54Z,,
TX-002342,PLY-PEP_-117,DEPOSIT,19088.43,BRL,TED,SETTLED,2026-01-27T17:39:39Z,,
TX-000374,PLY-NORM-033,DEPOSIT,1143.76,BRL,PIX,SETTLED,2026-01-27T18:41:43Z,,
TX-001440,PLY-STRU-093,DEPOSIT,417.11,BRL,TED,SETTLED,2026-01-27T20:21:54Z,,
TX-002237,PLY-BONU-114,CASHOUT,959.10,BRL,PIX,SETTLED,2026-01-27T21:29:28Z,,
TX-001268,PLY-INCO-090,DEPOSIT,1317.87,BRL,TED,SETTLED,2026-01-27T22:01:49Z,,
TX-002093,PLY-BONU-112,BONUS,278.93,BRL,WALLET,SETTLED,2026-01-28T01:13:47Z,Bonus deposito,
TX-001443,PLY-STRU-093,DEPOSIT,815.76,BRL,TED,SETTLED,2026-01-28T02:08:54Z,,
TX-000366,PLY-NORM-033,DEPOSIT,185.91,BRL,TED,SETTLED,2026-01-28T02:23:10Z,,
TX-001942,PLY-NETW-105,DEPOSIT,3163.39,BRL,PIX,SETTLED,2026-01-28T02:28:05Z,,PIX:shared.beta@fictibet.test
TX-002008,PLY-BONU-111,BONUS,405.19,BRL,WALLET,SETTLED,2026-01-28T03:55:08Z,Bonus deposito,
TX-000120,PLY-NORM-012,DEPOSIT,748.80,BRL,PIX,SETTLED,2026-01-28T05:02:22Z,,
TX-000454,PLY-NORM-039,DEPOSIT,377.49,BRL,WALLET,SETTLED,2026-01-28T05:40:56Z,,
TX-002326,PLY-PEP_-116,DEPOSIT,19322.78,BRL,PIX,SETTLED,2026-01-28T05:55:08Z,,
TX-001986,PLY-NETW-109,WITHDRAWAL,1747.70,BRL,PIX,SETTLED,2026-01-28T06:30:15Z,,PIX:shared.gamma@fictibet.test
TX-000285,PLY-NORM-026,DEPOSIT,532.70,BRL,PIX,SETTLED,2026-01-28T07:24:12Z,,
TX-001038,PLY-INCO-083,DEPOSIT,897.75,BRL,WALLET,SETTLED,2026-01-28T08:01:25Z,,
TX-000689,PLY-NORM-059,DEPOSIT,899.01,BRL,TED,SETTLED,2026-01-28T08:35:37Z,,
TX-000734,PLY-NORM-062,DEPOSIT,621.24,BRL,PIX,SETTLED,2026-01-28T09:12:13Z,,
TX-000576,PLY-NORM-049,WITHDRAWAL,372.04,BRL,PIX,SETTLED,2026-01-28T12:19:29Z,,
TX-001985,PLY-NETW-109,WITHDRAWAL,7548.50,BRL,PIX,SETTLED,2026-01-28T14:16:21Z,,PIX:shared.gamma@fictibet.test
TX-000355,PLY-NORM-031,DEPOSIT,955.54,BRL,WALLET,SETTLED,2026-01-28T17:36:20Z,,
TX-000469,PLY-NORM-040,DEPOSIT,328.03,BRL,WALLET,SETTLED,2026-01-28T19:08:37Z,,
TX-000054,PLY-NORM-005,WITHDRAWAL,607.78,BRL,PIX,SETTLED,2026-01-28T19:37:03Z,,
TX-001197,PLY-INCO-088,WITHDRAWAL,1343.60,BRL,PIX,SETTLED,2026-01-28T19:40:47Z,,
TX-000924,PLY-NORM-077,DEPOSIT,1313.13,BRL,TED,SETTLED,2026-01-28T20:04:39Z,,
TX-002029,PLY-BONU-111,BONUS,197.41,BRL,WALLET,SETTLED,2026-01-28T20:40:56Z,Bonus deposito,
TX-002200,PLY-BONU-114,BONUS,329.83,BRL,WALLET,SETTLED,2026-01-28T22:06:27Z,Bonus deposito,
TX-000040,PLY-NORM-004,DEPOSIT,1181.27,BRL,TED,SETTLED,2026-01-28T23:03:00Z,,
TX-002075,PLY-BONU-112,BONUS,466.81,BRL,WALLET,SETTLED,2026-01-28T23:07:08Z,Bonus deposito,
TX-002264,PLY-BONU-115,BONUS,496.37,BRL,WALLET,SETTLED,2026-01-29T01:17:03Z,Bonus deposito,
TX-001099,PLY-INCO-085,DEPOSIT,3136.90,BRL,TED,SETTLED,2026-01-29T02:45:17Z,,
TX-002431,PLY-PEP_-120,WITHDRAWAL,15551.53,BRL,TED,SETTLED,2026-01-29T03:10:54Z,,
TX-000928,PLY-NORM-077,WITHDRAWAL,1928.24,BRL,PIX,SETTLED,2026-01-29T07:20:09Z,,
TX-001962,PLY-NETW-107,DEPOSIT,1701.21,BRL,PIX,SETTLED,2026-01-29T08:00:58Z,,PIX:shared.gamma@fictibet.test
TX-002231,PLY-BONU-114,CASHOUT,1584.26,BRL,PIX,SETTLED,2026-01-29T08:26:41Z,,
TX-002190,PLY-BONU-114,DEPOSIT,53.12,BRL,PIX,SETTLED,2026-01-29T10:06:11Z,,
TX-001864,PLY-NETW-099,DEPOSIT,2125.63,BRL,PIX,SETTLED,2026-01-29T10:39:57Z,,PIX:shared.alpha@fictibet.test
TX-000005,PLY-NORM-001,DEPOSIT,825.95,BRL,PIX,SETTLED,2026-01-29T13:12:20Z,,
TX-001242,PLY-INCO-090,DEPOSIT,1125.09,BRL,WALLET,SETTLED,2026-01-29T13:55:52Z,,
TX-000976,PLY-INCO-081,WITHDRAWAL,4079.29,BRL,PIX,SETTLED,2026-01-29T14:08:29Z,,
TX-002133,PLY-BONU-113,DEPOSIT,128.70,BRL,PIX,SETTLED,2026-01-29T15:55:06Z,,
TX-000960,PLY-NORM-080,DEPOSIT,576.60,BRL,TED,SETTLED,2026-01-29T16:33:29Z,,
TX-000399,PLY-NORM-035,DEPOSIT,1174.21,BRL,PIX,SETTLED,2026-01-29T17:16:31Z,,
TX-000393,PLY-NORM-035,DEPOSIT,2473.38,BRL,TED,SETTLED,2026-01-29T17:31:40Z,,
TX-000668,PLY-NORM-057,DEPOSIT,262.29,BRL,PIX,SETTLED,2026-01-29T18:18:45Z,,
TX-001009,PLY-INCO-082,WITHDRAWAL,4339.99,BRL,PIX,SETTLED,2026-01-29T19:09:56Z,,
TX-000416,PLY-NORM-036,WITHDRAWAL,1442.79,BRL,PIX,SETTLED,2026-01-29T19:20:27Z,,
TX-000334,PLY-NORM-029,WITHDRAWAL,322.34,BRL,PIX,SETTLED,2026-01-29T19:51:12Z,,
TX-002195,PLY-BONU-114,BONUS,109.02,BRL,WALLET,SETTLED,2026-01-29T21:43:52Z,Bonus deposito,
TX-000402,PLY-NORM-035,WITHDRAWAL,654.83,BRL,PIX,SETTLED,2026-01-30T01:27:28Z,,
TX-000872,PLY-NORM-073,DEPOSIT,1481.19,BRL,WALLET,SETTLED,2026-01-30T01:30:13Z,,
TX-000324,PLY-NORM-029,DEPOSIT,1216.02,BRL,PIX,SETTLED,2026-01-30T01:36:55Z,,
TX-001978,PLY-NETW-108,WITHDRAWAL,6899.25,BRL,PIX,SETTLED,2026-01-30T02:11:38Z,,PIX:shared.gamma@fictibet.test
TX-000520,PLY-NORM-045,DEPOSIT,1259.16,BRL,PIX,SETTLED,2026-01-30T02:22:14Z,,
TX-000798,PLY-NORM-067,DEPOSIT,2522.23,BRL,TED,SETTLED,2026-01-30T03:24:28Z,,
TX-000663,PLY-NORM-057,DEPOSIT,727.57,BRL,PIX,SETTLED,2026-01-30T06:23:07Z,,
TX-000216,PLY-NORM-021,DEPOSIT,281.35,BRL,PIX,SETTLED,2026-01-30T08:45:29Z,,
TX-002360,PLY-PEP_-117,WITHDRAWAL,26956.98,BRL,TED,SETTLED,2026-01-30T08:49:56Z,,
TX-002280,PLY-BONU-115,FREE_BET,38.71,BRL,WALLET,SETTLED,2026-01-30T10:16:31Z,Free bet promo,
TX-000506,PLY-NORM-044,DEPOSIT,1000.53,BRL,TED,SETTLED,2026-01-30T10:23:29Z,,
TX-000358,PLY-NORM-032,DEPOSIT,982.43,BRL,WALLET,SETTLED,2026-01-30T10:26:17Z,,
TX-001946,PLY-NETW-105,DEPOSIT,2770.88,BRL,PIX,SETTLED,2026-01-30T11:48:12Z,,PIX:shared.beta@fictibet.test
TX-001091,PLY-INCO-085,DEPOSIT,2784.93,BRL,PIX,SETTLED,2026-01-30T12:04:25Z,,
TX-002003,PLY-BONU-111,DEPOSIT,187.69,BRL,PIX,SETTLED,2026-01-30T13:55:06Z,,
TX-000382,PLY-NORM-034,DEPOSIT,273.55,BRL,TED,SETTLED,2026-01-30T14:26:36Z,,
TX-001860,PLY-STRU-098,WITHDRAWAL,8796.15,BRL,PIX,SETTLED,2026-01-30T15:24:21Z,,
TX-000495,PLY-NORM-043,DEPOSIT,2261.26,BRL,PIX,SETTLED,2026-01-30T16:01:46Z,,
TX-000984,PLY-INCO-081,WITHDRAWAL,3876.29,BRL,PIX,SETTLED,2026-01-30T17:23:28Z,,
TX-002162,PLY-BONU-113,FREE_BET,51.60,BRL,WALLET,SETTLED,2026-01-30T17:44:18Z,Free bet promo,
TX-001781,PLY-STRU-097,WITHDRAWAL,10610.33,BRL,PIX,SETTLED,2026-01-30T18:08:04Z,,
TX-002292,PLY-BONU-115,CASHOUT,910.61,BRL,PIX,SETTLED,2026-01-30T21:56:06Z,,
TX-001817,PLY-STRU-098,DEPOSIT,887.82,BRL,PIX,SETTLED,2026-01-30T23:39:04Z,,
TX-001820,PLY-STRU-098,DEPOSIT,607.46,BRL,PIX,SETTLED,2026-01-30T23:39:04Z,,
TX-001823,PLY-STRU-098,DEPOSIT,943.34,BRL,PIX,SETTLED,2026-01-31T01:02:04Z,,
TX-001829,PLY-STRU-098,DEPOSIT,646.23,BRL,PIX,SETTLED,2026-01-31T01:09:04Z,,
TX-001818,PLY-STRU-098,DEPOSIT,560.16,BRL,TED,SETTLED,2026-01-31T01:15:04Z,,
TX-001821,PLY-STRU-098,DEPOSIT,480.80,BRL,PIX,SETTLED,2026-01-31T01:32:04Z,,
TX-001819,PLY-STRU-098,DEPOSIT,613.89,BRL,TED,SETTLED,2026-01-31T01:46:04Z,,
TX-001021,PLY-INCO-083,DEPOSIT,1076.83,BRL,TED,SETTLED,2026-01-31T02:22:14Z,,
TX-002045,PLY-BONU-111,CASHOUT,1664.14,BRL,PIX,SETTLED,2026-01-31T03:03:13Z,,
TX-000750,PLY-NORM-063,DEPOSIT,2258.21,BRL,PIX,SETTLED,2026-01-31T03:18:15Z,,
TX-001171,PLY-INCO-087,WITHDRAWAL,6395.58,BRL,PIX,SETTLED,2026-01-31T03:27:17Z,,
TX-001822,PLY-STRU-098,DEPOSIT,859.50,BRL,PIX,SETTLED,2026-01-31T03:49:04Z,,
TX-000002,PLY-NORM-001,DEPOSIT,600.59,BRL,PIX,SETTLED,2026-01-31T06:11:09Z,,
TX-002426,PLY-PEP_-120,DEPOSIT,4653.36,BRL,TED,SETTLED,2026-01-31T06:44:12Z,,
TX-001824,PLY-STRU-098,DEPOSIT,528.55,BRL,PIX,SETTLED,2026-01-31T07:19:04Z,,
TX-000539,PLY-NORM-047,DEPOSIT,1591.64,BRL,PIX,SETTLED,2026-01-31T08:03:59Z,,
TX-001966,PLY-NETW-107,DEPOSIT,4086.70,BRL,PIX,SETTLED,2026-01-31T10:46:03Z,,PIX:shared.gamma@fictibet.test
TX-000212,PLY-NORM-020,WITHDRAWAL,764.75,BRL,PIX,SETTLED,2026-01-31T11:43:42Z,,
TX-000446,PLY-NORM-038,WITHDRAWAL,1875.25,BRL,PIX,SETTLED,2026-01-31T11:49:21Z,,
TX-001825,PLY-STRU-098,DEPOSIT,890.63,BRL,TED,SETTLED,2026-01-31T14:01:04Z,,
TX-001827,PLY-STRU-098,DEPOSIT,899.18,BRL,TED,SETTLED,2026-01-31T15:43:04Z,,
TX-001826,PLY-STRU-098,DEPOSIT,761.92,BRL,TED,SETTLED,2026-01-31T16:37:04Z,,
TX-000207,PLY-NORM-020,DEPOSIT,129.35,BRL,PIX,SETTLED,2026-01-31T17:34:32Z,,
TX-000356,PLY-NORM-032,DEPOSIT,982.33,BRL,PIX,SETTLED,2026-01-31T19:17:12Z,,
TX-001828,PLY-STRU-098,DEPOSIT,814.34,BRL,PIX,SETTLED,2026-01-31T19:31:04Z,,
TX-000579,PLY-NORM-050,DEPOSIT,856.87,BRL,TED,SETTLED,2026-01-31T20:25:09Z,,
TX-000104,PLY-NORM-010,DEPOSIT,1871.58,BRL,PIX,SETTLED,2026-01-31T21:41:13Z,,
TX-002185,PLY-BONU-114,DEPOSIT,113.30,BRL,PIX,SETTLED,2026-01-31T22:14:10Z,,
TX-001989,PLY-NETW-110,DEPOSIT,4769.20,BRL,PIX,SETTLED,2026-01-31T23:37:05Z,,PIX:shared.gamma@fictibet.test
TX-000372,PLY-NORM-033,DEPOSIT,2245.00,BRL,PIX,SETTLED,2026-02-01T00:01:29Z,,
TX-002070,PLY-BONU-112,BONUS,109.36,BRL,WALLET,SETTLED,2026-02-01T01:24:19Z,Bonus deposito,
TX-002331,PLY-PEP_-116,DEPOSIT,17473.67,BRL,TED,SETTLED,2026-02-01T01:32:45Z,,
TX-000655,PLY-NORM-056,DEPOSIT,468.64,BRL,PIX,SETTLED,2026-02-01T04:25:42Z,,
TX-000645,PLY-NORM-055,DEPOSIT,1105.75,BRL,PIX,SETTLED,2026-02-01T06:09:37Z,,
TX-000738,PLY-NORM-062,DEPOSIT,726.35,BRL,PIX,SETTLED,2026-02-01T06:18:18Z,,
TX-000320,PLY-NORM-029,DEPOSIT,1280.52,BRL,PIX,SETTLED,2026-02-01T07:42:14Z,,
TX-001915,PLY-NETW-103,DEPOSIT,4900.02,BRL,PIX,SETTLED,2026-02-01T08:14:34Z,,PIX:shared.beta@fictibet.test
TX-000824,PLY-NORM-069,DEPOSIT,813.86,BRL,PIX,SETTLED,2026-02-01T08:34:08Z,,
TX-000391,PLY-NORM-035,DEPOSIT,433.50,BRL,PIX,SETTLED,2026-02-01T08:38:12Z,,
TX-001252,PLY-INCO-090,DEPOSIT,1271.18,BRL,PIX,SETTLED,2026-02-01T08:47:41Z,,
TX-000428,PLY-NORM-037,WITHDRAWAL,1333.57,BRL,PIX,SETTLED,2026-02-01T11:29:47Z,,
TX-001189,PLY-INCO-088,DEPOSIT,1663.13,BRL,TED,SETTLED,2026-02-01T12:48:57Z,,
TX-000152,PLY-NORM-015,DEPOSIT,355.22,BRL,PIX,SETTLED,2026-02-01T12:56:50Z,,
TX-000487,PLY-NORM-042,DEPOSIT,1534.67,BRL,PIX,SETTLED,2026-02-01T13:23:19Z,,
TX-002390,PLY-PEP_-119,DEPOSIT,17369.48,BRL,TED,SETTLED,2026-02-01T13:40:42Z,,
TX-001215,PLY-INCO-089,DEPOSIT,1098.99,BRL,TED,SETTLED,2026-02-01T14:39:14Z,,
TX-001108,PLY-INCO-085,WITHDRAWAL,3039.49,BRL,PIX,SETTLED,2026-02-01T16:48:18Z,,
TX-002317,PLY-PEP_-116,DEPOSIT,17594.22,BRL,TED,SETTLED,2026-02-01T18:28:01Z,,
TX-000434,PLY-NORM-038,DEPOSIT,473.92,BRL,TED,SETTLED,2026-02-01T20:07:38Z,,
TX-002016,PLY-BONU-111,BONUS,296.48,BRL,WALLET,SETTLED,2026-02-01T21:49:10Z,Bonus deposito,
TX-001109,PLY-INCO-085,WITHDRAWAL,5512.51,BRL,PIX,SETTLED,2026-02-02T00:19:34Z,,
TX-002418,PLY-PEP_-120,DEPOSIT,10173.38,BRL,PIX,SETTLED,2026-02-02T00:53:53Z,,
TX-001139,PLY-INCO-086,WITHDRAWAL,5857.47,BRL,PIX,SETTLED,2026-02-02T01:33:19Z,,
TX-001983,PLY-NETW-109,DEPOSIT,4130.09,BRL,PIX,SETTLED,2026-02-02T03:15:27Z,,PIX:shared.gamma@fictibet.test
TX-000953,PLY-NORM-079,WITHDRAWAL,1804.33,BRL,PIX,SETTLED,2026-02-02T05:34:38Z,,
TX-000411,PLY-NORM-036,DEPOSIT,1308.51,BRL,TED,SETTLED,2026-02-02T08:14:55Z,,
TX-000108,PLY-NORM-011,DEPOSIT,922.51,BRL,PIX,SETTLED,2026-02-02T08:57:26Z,,
TX-000836,PLY-NORM-070,DEPOSIT,1788.63,BRL,WALLET,SETTLED,2026-02-02T09:03:39Z,,
TX-002011,PLY-BONU-111,BONUS,466.92,BRL,WALLET,SETTLED,2026-02-02T10:40:47Z,Bonus deposito,
TX-001042,PLY-INCO-083,WITHDRAWAL,7743.01,BRL,PIX,SETTLED,2026-02-02T10:48:13Z,,
TX-000609,PLY-NORM-052,WITHDRAWAL,447.02,BRL,PIX,SETTLED,2026-02-02T11:01:26Z,,
TX-000045,PLY-NORM-005,DEPOSIT,1846.56,BRL,WALLET,SETTLED,2026-02-02T12:03:43Z,,
TX-001094,PLY-INCO-085,DEPOSIT,2176.41,BRL,TED,SETTLED,2026-02-02T14:51:29Z,,
TX-001243,PLY-INCO-090,DEPOSIT,1039.36,BRL,WALLET,SETTLED,2026-02-02T18:07:23Z,,
TX-000634,PLY-NORM-054,DEPOSIT,1272.03,BRL,PIX,SETTLED,2026-02-02T18:58:18Z,,
TX-000977,PLY-INCO-081,WITHDRAWAL,4601.79,BRL,PIX,SETTLED,2026-02-02T19:22:21Z,,
TX-000057,PLY-NORM-006,DEPOSIT,135.86,BRL,WALLET,SETTLED,2026-02-02T19:24:39Z,,
TX-002333,PLY-PEP_-116,WITHDRAWAL,8600.86,BRL,TED,SETTLED,2026-02-02T22:39:52Z,,
TX-001674,PLY-STRU-096,DEPOSIT,519.30,BRL,PIX,SETTLED,2026-02-02T23:52:26Z,,
TX-001675,PLY-STRU-096,DEPOSIT,808.40,BRL,PIX,SETTLED,2026-02-02T23:55:26Z,,
TX-001010,PLY-INCO-082,WITHDRAWAL,7013.37,BRL,PIX,SETTLED,2026-02-03T00:16:01Z,,
TX-002193,PLY-BONU-114,DEPOSIT,186.36,BRL,PIX,SETTLED,2026-02-03T00:34:13Z,,
TX-001677,PLY-STRU-096,DEPOSIT,670.56,BRL,PIX,SETTLED,2026-02-03T01:15:26Z,,
TX-001934,PLY-NETW-104,DEPOSIT,3942.07,BRL,PIX,SETTLED,2026-02-03T01:24:18Z,,PIX:shared.beta@fictibet.test
TX-001678,PLY-STRU-096,DEPOSIT,529.71,BRL,TED,SETTLED,2026-02-03T03:01:26Z,,
TX-002403,PLY-PEP_-119,DEPOSIT,6290.47,BRL,PIX,SETTLED,2026-02-03T04:07:56Z,,
TX-001683,PLY-STRU-096,DEPOSIT,688.64,BRL,TED,SETTLED,2026-02-03T04:51:26Z,,
TX-001919,PLY-NETW-103,DEPOSIT,4511.04,BRL,PIX,SETTLED,2026-02-03T05:06:50Z,,PIX:shared.beta@fictibet.test
TX-001676,PLY-STRU-096,DEPOSIT,480.54,BRL,PIX,SETTLED,2026-02-03T05:13:26Z,,
TX-002150,PLY-BONU-113,BONUS,413.53,BRL,WALLET,SETTLED,2026-02-03T05:16:56Z,Bonus deposito,
TX-000053,PLY-NORM-005,DEPOSIT,2002.34,BRL,TED,SETTLED,2026-02-03T06:08:30Z,,
TX-002129,PLY-BONU-113,DEPOSIT,56.07,BRL,PIX,SETTLED,2026-02-03T06:10:07Z,,
TX-001150,PLY-INCO-087,DEPOSIT,2025.00,BRL,TED,SETTLED,2026-02-03T06:31:54Z,,
TX-001101,PLY-INCO-085,WITHDRAWAL,3667.50,BRL,PIX,SETTLED,2026-02-03T06:45:17Z,,
TX-000994,PLY-INCO-082,DEPOSIT,1590.53,BRL,WALLET,SETTLED,2026-02-03T08:10:11Z,,
TX-000856,PLY-NORM-072,DEPOSIT,716.70,BRL,PIX,SETTLED,2026-02-03T08:34:30Z,,
TX-000424,PLY-NORM-037,DEPOSIT,135.01,BRL,PIX,SETTLED,2026-02-03T09:02:54Z,,
TX-001082,PLY-INCO-085,DEPOSIT,3099.09,BRL,TED,SETTLED,2026-02-03T09:05:18Z,,
TX-000742,PLY-NORM-063,DEPOSIT,2466.44,BRL,PIX,SETTLED,2026-02-03T09:14:26Z,,
TX-001681,PLY-STRU-096,DEPOSIT,741.09,BRL,PIX,SETTLED,2026-02-03T09:31:26Z,,
TX-001679,PLY-STRU-096,DEPOSIT,492.50,BRL,TED,SETTLED,2026-02-03T10:07:26Z,,
TX-000675,PLY-NORM-058,DEPOSIT,232.85,BRL,WALLET,SETTLED,2026-02-03T10:35:21Z,,
TX-002051,PLY-BONU-111,WITHDRAWAL,1083.52,BRL,PIX,SETTLED,2026-02-03T10:39:17Z,,
TX-002191,PLY-BONU-114,DEPOSIT,78.83,BRL,PIX,SETTLED,2026-02-03T10:42:37Z,,
TX-001684,PLY-STRU-096,DEPOSIT,679.36,BRL,PIX,SETTLED,2026-02-03T11:15:26Z,,
TX-001685,PLY-STRU-096,DEPOSIT,408.56,BRL,TED,SETTLED,2026-02-03T11:19:26Z,,
TX-002253,PLY-BONU-115,DEPOSIT,97.05,BRL,PIX,SETTLED,2026-02-03T11:22:47Z,,
TX-000510,PLY-NORM-044,WITHDRAWAL,832.14,BRL,PIX,SETTLED,2026-02-03T11:29:59Z,,
TX-000719,PLY-NORM-061,DEPOSIT,1202.67,BRL,PIX,SETTLED,2026-02-03T11:34:40Z,,
TX-001920,PLY-NETW-103,DEPOSIT,938.08,BRL,PIX,SETTLED,2026-02-03T13:30:32Z,,PIX:shared.beta@fictibet.test
TX-001680,PLY-STRU-096,DEPOSIT,962.13,BRL,PIX,SETTLED,2026-02-03T13:31:26Z,,
TX-001869,PLY-NETW-099,WITHDRAWAL,4877.41,BRL,PIX,SETTLED,2026-02-03T14:51:14Z,,PIX:shared.alpha@fictibet.test
TX-000901,PLY-NORM-075,DEPOSIT,329.44,BRL,PIX,SETTLED,2026-02-03T15:22:32Z,,
TX-000568,PLY-NORM-049,DEPOSIT,321.35,BRL,PIX,SETTLED,2026-02-03T16:16:30Z,,
TX-001682,PLY-STRU-096,DEPOSIT,451.02,BRL,TED,SETTLED,2026-02-03T16:37:26Z,,
TX-001944,PLY-NETW-105,DEPOSIT,2421.98,BRL,PIX,SETTLED,2026-02-03T18:12:13Z,,PIX:shared.beta@fictibet.test
TX-001371,PLY-STRU-092,DEPOSIT,897.55,BRL,PIX,SETTLED,2026-02-03T20:18:53Z,,
TX-000421,PLY-NORM-037,DEPOSIT,907.73,BRL,PIX,SETTLED,2026-02-03T20:19:43Z,,
TX-001372,PLY-STRU-092,DEPOSIT,677.78,BRL,TED,SETTLED,2026-02-03T20:52:53Z,,
TX-001375,PLY-STRU-092,DEPOSIT,523.34,BRL,PIX,SETTLED,2026-02-03T21:04:53Z,,
TX-000218,PLY-NORM-021,DEPOSIT,306.08,BRL,PIX,SETTLED,2026-02-03T21:24:53Z,,
TX-001917,PLY-NETW-103,DEPOSIT,4266.20,BRL,PIX,SETTLED,2026-02-03T21:34:25Z,,PIX:shared.beta@fictibet.test
TX-001370,PLY-STRU-092,DEPOSIT,883.96,BRL,PIX,SETTLED,2026-02-03T21:34:53Z,,
TX-001374,PLY-STRU-092,DEPOSIT,644.12,BRL,TED,SETTLED,2026-02-03T22:27:53Z,,
TX-001373,PLY-STRU-092,DEPOSIT,907.05,BRL,TED,SETTLED,2026-02-03T23:00:53Z,,
TX-002125,PLY-BONU-112,WITHDRAWAL,1347.84,BRL,PIX,SETTLED,2026-02-03T23:28:49Z,,
TX-001381,PLY-STRU-092,DEPOSIT,608.77,BRL,TED,SETTLED,2026-02-04T00:04:53Z,,
TX-000651,PLY-NORM-056,DEPOSIT,1202.21,BRL,TED,SETTLED,2026-02-04T02:39:33Z,,
TX-001921,PLY-NETW-103,DEPOSIT,2108.15,BRL,PIX,SETTLED,2026-02-04T02:44:29Z,,PIX:shared.beta@fictibet.test
TX-000017,PLY-NORM-002,WITHDRAWAL,1542.45,BRL,PIX,SETTLED,2026-02-04T02:49:46Z,,
TX-000118,PLY-NORM-012,DEPOSIT,548.35,BRL,PIX,SETTLED,2026-02-04T03:20:29Z,,
TX-001377,PLY-STRU-092,DEPOSIT,982.44,BRL,TED,SETTLED,2026-02-04T04:40:53Z,,
TX-000099,PLY-NORM-010,DEPOSIT,366.82,BRL,PIX,SETTLED,2026-02-04T04:57:57Z,,
TX-001376,PLY-STRU-092,DEPOSIT,737.11,BRL,TED,SETTLED,2026-02-04T05:47:53Z,,
TX-001914,PLY-NETW-103,DEPOSIT,3276.23,BRL,PIX,SETTLED,2026-02-04T05:58:11Z,,PIX:shared.beta@fictibet.test
TX-000974,PLY-INCO-081,DEPOSIT,1383.57,BRL,TED,SETTLED,2026-02-04T06:15:34Z,,
TX-002370,PLY-PEP_-118,DEPOSIT,14100.43,BRL,TED,SETTLED,2026-02-04T06:28:07Z,,
TX-001057,PLY-INCO-084,DEPOSIT,1041.59,BRL,PIX,SETTLED,2026-02-04T06:41:16Z,,
TX-001379,PLY-STRU-092,DEPOSIT,569.44,BRL,PIX,SETTLED,2026-02-04T09:32:53Z,,
TX-000343,PLY-NORM-031,DEPOSIT,415.52,BRL,TED,SETTLED,2026-02-04T09:35:34Z,,
TX-001380,PLY-STRU-092,DEPOSIT,553.20,BRL,TED,SETTLED,2026-02-04T10:10:53Z,,
TX-000409,PLY-NORM-036,DEPOSIT,922.00,BRL,WALLET,SETTLED,2026-02-04T10:49:08Z,,
TX-000839,PLY-NORM-070,DEPOSIT,104.39,BRL,PIX,SETTLED,2026-02-04T11:06:00Z,,
TX-001382,PLY-STRU-092,DEPOSIT,731.95,BRL,TED,SETTLED,2026-02-04T11:15:53Z,,
TX-002213,PLY-BONU-114,BONUS,203.15,BRL,WALLET,SETTLED,2026-02-04T11:19:13Z,Bonus deposito,
TX-001378,PLY-STRU-092,DEPOSIT,806.31,BRL,TED,SETTLED,2026-02-04T11:37:53Z,,
TX-001383,PLY-STRU-092,DEPOSIT,772.80,BRL,PIX,SETTLED,2026-02-04T11:44:53Z,,
TX-002142,PLY-BONU-113,BONUS,415.77,BRL,WALLET,SETTLED,2026-02-04T11:47:18Z,Bonus deposito,
TX-000367,PLY-NORM-033,DEPOSIT,1522.75,BRL,TED,SETTLED,2026-02-04T12:33:07Z,,
TX-002087,PLY-BONU-112,BONUS,68.36,BRL,WALLET,SETTLED,2026-02-04T14:05:00Z,Bonus deposito,
TX-001279,PLY-INCO-090,WITHDRAWAL,3487.65,BRL,PIX,SETTLED,2026-02-04T14:14:01Z,,
TX-002207,PLY-BONU-114,BONUS,446.41,BRL,WALLET,SETTLED,2026-02-04T15:12:53Z,Bonus deposito,
TX-000791,PLY-NORM-066,DEPOSIT,1608.34,BRL,TED,SETTLED,2026-02-04T17:06:40Z,,
TX-002371,PLY-PEP_-118,DEPOSIT,16894.40,BRL,PIX,SETTLED,2026-02-04T17:12:21Z,,
TX-001358,PLY-STRU-091,WITHDRAWAL,13821.68,BRL,PIX,SETTLED,2026-02-04T17:58:36Z,,
